"Date","Close"
"7/26/1993","174.69"
"7/27/1993","176.60"
"7/28/1993","175.64"
"7/29/1993","175.39"
"7/30/1993","174.06"
"8/2/1993","174.85"
"8/3/1993","174.76"
"8/4/1993","174.57"
"8/5/1993","173.11"
"8/6/1993","173.28"
"8/9/1993","174.07"
"8/10/1993","173.65"
"8/11/1993","175.62"
"8/12/1993","176.22"
"8/13/1993","176.54"
"8/16/1993","175.56"
"8/17/1993","176.17"
"8/18/1993","174.99"
"8/19/1993","175.05"
"8/20/1993","175.53"
"8/23/1993","176.46"
"8/24/1993","175.76"
"8/25/1993","175.13"
"8/26/1993","175.37"
"8/27/1993","177.91"
"8/30/1993","177.89"
"8/31/1993","175.84"
"9/1/1993","174.37"
"9/2/1993","174.59"
"9/3/1993","174.11"
"9/7/1993","170.57"
"9/8/1993","171.28"
"9/9/1993","171.05"
"9/10/1993","170.84"
"9/13/1993","171.96"
"9/14/1993","171.77"
"9/15/1993","171.50"
"9/16/1993","171.37"
"9/17/1993","172.54"
"9/20/1993","174.65"
"9/21/1993","174.55"
"9/22/1993","172.87"
"9/23/1993","173.77"
"9/24/1993","173.30"
"9/27/1993","172.71"
"9/28/1993","173.19"
"9/29/1993","176.35"
"9/30/1993","177.36"
"10/1/1993","177.33"
"10/4/1993","176.80"
"10/5/1993","176.35"
"10/6/1993","176.40"
"10/7/1993","177.35"
"10/8/1993","177.88"
"10/11/1993","178.89"
"10/12/1993","179.70"
"10/13/1993","179.26"
"10/14/1993","178.58"
"10/15/1993","177.73"
"10/18/1993","176.99"
"10/19/1993","176.95"
"10/20/1993","177.19"
"10/21/1993","177.42"
"10/22/1993","175.58"
"10/25/1993","173.40"
"10/26/1993","172.63"
"10/27/1993","173.63"
"10/28/1993","172.29"
"10/29/1993","171.42"
"11/1/1993","173.08"
"11/2/1993","171.66"
"11/3/1993","171.90"
"11/4/1993","171.98"
"11/5/1993","171.29"
"11/8/1993","170.03"
"11/9/1993","170.08"
"11/10/1993","171.46"
"11/11/1993","173.93"
"11/12/1993","173.06"
"11/15/1993","173.12"
"11/16/1993","173.09"
"11/17/1993","175.00"
"11/18/1993","173.98"
"11/19/1993","173.77"
"11/22/1993","173.72"
"11/23/1993","171.11"
"11/24/1993","170.45"
"11/26/1993","170.54"
"11/29/1993","165.55"
"11/30/1993","165.07"
"12/1/1993","165.66"
"12/2/1993","163.67"
"12/3/1993","164.30"
"12/6/1993","162.75"
"12/7/1993","163.75"
"12/8/1993","163.60"
"12/9/1993","163.95"
"12/10/1993","166.81"
"12/13/1993","164.83"
"12/14/1993","165.25"
"12/15/1993","165.20"
"12/16/1993","164.94"
"12/17/1993","164.72"
"12/20/1993","164.29"
"12/21/1993","163.24"
"12/22/1993","164.27"
"12/23/1993","163.54"
"12/27/1993","162.30"
"12/28/1993","162.27"
"12/29/1993","164.22"
"12/30/1993","163.51"
"12/31/1993","163.55"
"1/3/1994","164.53"
"1/4/1994","165.79"
"1/5/1994","169.05"
"1/6/1994","169.78"
