"Date","Close"
"12/31/1969","100.00"
"1/2/1970","100.00"
"1/5/1970","99.99"
"1/6/1970","100.37"
"1/7/1970","100.74"
"1/8/1970","101.26"
"1/9/1970","100.74"
"1/12/1970","100.79"
"1/13/1970","101.27"
"1/14/1970","101.95"
"1/15/1970","101.97"
"1/16/1970","101.76"
"1/19/1970","102.21"
"1/20/1970","102.70"
"1/21/1970","102.00"
"1/22/1970","101.46"
"1/23/1970","101.49"
"1/26/1970","100.97"
"1/27/1970","101.45"
"1/28/1970","101.70"
"1/29/1970","102.08"
"1/30/1970","102.19"
"2/2/1970","102.02"
"2/3/1970","101.85"
"2/4/1970","101.69"
"2/5/1970","101.69"
"2/6/1970","101.66"
"2/9/1970","102.64"
"2/10/1970","102.56"
"2/11/1970","103.26"
"2/12/1970","103.06"
"2/13/1970","103.16"
"2/16/1970","103.58"
"2/17/1970","103.08"
"2/18/1970","103.50"
"2/19/1970","103.74"
"2/20/1970","104.29"
"2/24/1970","104.54"
"2/25/1970","104.03"
"2/26/1970","104.22"
"2/27/1970","104.37"
"3/2/1970","103.98"
"3/3/1970","104.71"
"3/4/1970","105.19"
"3/5/1970","106.09"
"3/6/1970","105.93"
"3/9/1970","105.81"
"3/10/1970","105.77"
"3/11/1970","106.83"
"3/12/1970","106.34"
"3/13/1970","105.95"
"3/16/1970","106.33"
"3/17/1970","105.50"
"3/18/1970","105.94"
"3/19/1970","106.05"
"3/20/1970","105.93"
"3/23/1970","105.34"
"3/24/1970","104.77"
"3/25/1970","105.19"
"3/26/1970","105.57"
"3/30/1970","104.84"
"3/31/1970","104.69"
"4/1/1970","104.26"
"4/2/1970","104.57"
"4/3/1970","104.79"
"4/6/1970","104.72"
"4/7/1970","104.94"
"4/8/1970","104.41"
"4/9/1970","103.03"
"4/10/1970","102.39"
"4/13/1970","102.36"
"4/14/1970","101.64"
"4/15/1970","102.04"
"4/16/1970","102.36"
"4/17/1970","102.27"
"4/20/1970","102.10"
"4/21/1970","102.00"
"4/22/1970","102.08"
"4/23/1970","102.63"
"4/24/1970","103.65"
"4/27/1970","103.68"
"4/28/1970","103.24"
"4/29/1970","102.48"
"4/30/1970","102.53"
"5/1/1970","102.20"
"5/4/1970","101.30"
"5/5/1970","101.13"
"5/6/1970","100.93"
"5/7/1970","101.72"
"5/8/1970","102.05"
"5/11/1970","101.93"
"5/12/1970","101.72"
"5/13/1970","102.11"
"5/14/1970","100.84"
"5/15/1970","101.16"
"5/18/1970","101.72"
"5/19/1970","101.42"
"5/20/1970","101.33"
"5/21/1970","102.06"
"5/22/1970","102.01"
"5/25/1970","99.98"
"5/26/1970","98.92"
"5/27/1970","99.90"
"5/28/1970","99.43"
"6/1/1970","100.30"
"6/2/1970","99.72"
"6/3/1970","100.09"
"6/4/1970","100.72"
"6/5/1970","100.46"
"6/8/1970","100.56"
"6/9/1970","101.03"
"6/10/1970","101.60"
"6/11/1970","102.19"
"6/12/1970","102.39"
"6/15/1970","102.00"
"6/16/1970","102.95"
"6/17/1970","102.61"
"6/18/1970","102.76"
"6/19/1970","102.69"
"6/22/1970","102.94"
"6/23/1970","102.97"
"6/24/1970","103.33"
"6/25/1970","104.63"
"6/26/1970","104.73"
"6/29/1970","105.51"
"6/30/1970","105.54"
"7/1/1970","104.79"
"7/2/1970","104.89"
"7/6/1970","104.62"
"7/7/1970","103.97"
"7/8/1970","104.17"
