"Date","Close"
"9/9/1987","174.24"
"9/10/1987","175.15"
"9/11/1987","173.51"
"9/14/1987","173.68"
"9/15/1987","173.79"
"9/16/1987","173.56"
"9/17/1987","172.37"
"9/18/1987","173.44"
"9/21/1987","174.95"
"9/22/1987","173.76"
"9/23/1987","175.61"
"9/24/1987","175.49"
"9/25/1987","175.00"
"9/28/1987","173.74"
"9/29/1987","174.46"
"9/30/1987","173.61"
"10/1/1987","175.14"
"10/2/1987","176.24"
"10/5/1987","176.33"
"10/6/1987","175.14"
"10/7/1987","176.16"
"10/8/1987","176.37"
"10/9/1987","177.06"
"10/12/1987","177.33"
"10/13/1987","177.58"
"10/14/1987","177.93"
"10/15/1987","177.98"
"10/16/1987","180.11"
"10/19/1987","176.65"
"10/20/1987","174.97"
"10/21/1987","176.95"
"10/22/1987","176.92"
"10/23/1987","177.20"
"10/26/1987","174.71"
"10/27/1987","175.28"
"10/28/1987","175.56"
"10/29/1987","174.62"
"10/30/1987","174.25"
"11/2/1987","171.65"
"11/3/1987","171.11"
"11/4/1987","169.63"
"11/5/1987","169.97"
"11/6/1987","170.13"
"11/9/1987","169.40"
"11/10/1987","171.27"
"11/11/1987","170.97"
"11/12/1987","170.35"
"11/13/1987","170.02"
"11/16/1987","169.32"
"11/17/1987","169.90"
"11/18/1987","170.84"
"11/19/1987","170.16"
"11/20/1987","171.40"
"11/23/1987","172.61"
"11/24/1987","172.99"
"11/25/1987","173.14"
"11/27/1987","173.54"
"11/30/1987","171.64"
"12/1/1987","171.47"
"12/2/1987","171.76"
"12/3/1987","171.79"
"12/4/1987","170.36"
"12/7/1987","168.58"
"12/8/1987","167.23"
"12/9/1987","168.60"
"12/10/1987","169.15"
"12/11/1987","168.24"
"12/14/1987","165.09"
"12/15/1987","161.38"
"12/16/1987","158.58"
"12/17/1987","159.63"
"12/18/1987","158.32"
"12/21/1987","158.46"
"12/22/1987","162.34"
"12/23/1987","163.34"
"12/24/1987","163.32"
"12/28/1987","162.93"
"12/29/1987","165.04"
"12/30/1987","164.90"
"12/31/1987","164.33"
"1/4/1988","169.74"
"1/5/1988","171.03"
"1/6/1988","171.72"
"1/7/1988","171.34"
"1/8/1988","171.21"
"1/11/1988","168.18"
"1/12/1988","166.43"
"1/13/1988","165.95"
"1/14/1988","168.89"
"1/15/1988","168.71"
"1/18/1988","171.03"
"1/19/1988","171.64"
"1/20/1988","170.85"
"1/21/1988","169.85"
"1/22/1988","169.70"
"1/25/1988","169.78"
"1/26/1988","169.78"
"1/27/1988","168.10"
"1/28/1988","167.69"
"1/29/1988","166.63"
"2/1/1988","166.30"
"2/2/1988","166.97"
"2/3/1988","169.06"
"2/4/1988","169.98"
"2/5/1988","170.66"
"2/8/1988","172.16"
"2/9/1988","171.64"
"2/10/1988","169.86"
"2/11/1988","169.48"
"2/12/1988","168.05"
"2/16/1988","168.37"
"2/17/1988","168.49"
"2/18/1988","165.86"
"2/19/1988","167.59"
"2/22/1988","166.78"
"2/23/1988","166.31"
"2/24/1988","166.00"
"2/25/1988","163.73"
"2/26/1988","163.13"
"2/29/1988","163.79"
"3/1/1988","162.51"
"3/2/1988","162.40"
"3/3/1988","160.21"
"3/4/1988","160.86"
"3/7/1988","161.11"
"3/8/1988","161.49"
"3/9/1988","161.31"
"3/10/1988","163.02"
"3/11/1988","164.45"
"3/14/1988","162.71"
"3/15/1988","162.76"
"3/16/1988","164.27"
"3/17/1988","165.48"
"3/18/1988","166.43"
"3/21/1988","166.42"
"3/22/1988","168.30"
"3/23/1988","170.35"
"3/24/1988","170.84"
"3/25/1988","171.81"
"3/28/1988","171.97"
"3/29/1988","171.84"
"3/30/1988","172.32"
"3/31/1988","171.20"
"4/4/1988","170.82"
"4/5/1988","169.78"
"4/6/1988","169.91"
"4/7/1988","171.00"
"4/8/1988","171.36"
"4/11/1988","175.76"
"4/12/1988","176.10"
"4/13/1988","175.05"
"4/14/1988","175.88"
"4/15/1988","176.12"
"4/18/1988","177.07"
"4/19/1988","175.57"
"4/20/1988","174.92"
"4/21/1988","176.33"
"4/22/1988","176.21"
"4/25/1988","175.87"
"4/26/1988","177.03"
"4/27/1988","176.78"
"4/28/1988","174.86"
"4/29/1988","175.01"
"5/2/1988","170.70"
"5/3/1988","172.52"
"5/4/1988","172.12"
"5/5/1988","173.58"
"5/6/1988","174.99"
"5/9/1988","174.97"
"5/10/1988","174.68"
"5/11/1988","175.20"
"5/12/1988","174.69"
"5/13/1988","175.57"
"5/16/1988","177.20"
"5/17/1988","177.11"
"5/18/1988","176.71"
"5/19/1988","177.22"
"5/20/1988","177.72"
"5/23/1988","175.34"
"5/24/1988","176.01"
"5/25/1988","174.79"
"5/26/1988","175.69"
"5/27/1988","175.73"
"5/31/1988","177.99"
"6/1/1988","178.30"
"6/2/1988","179.14"
"6/3/1988","179.01"
"6/6/1988","179.52"
"6/7/1988","179.81"
"6/8/1988","177.55"
"6/9/1988","176.16"
"6/10/1988","174.53"
"6/13/1988","172.74"
"6/14/1988","174.44"
"6/15/1988","173.59"
"6/16/1988","174.91"
"6/17/1988","174.95"
"6/20/1988","174.98"
"6/21/1988","175.75"
"6/22/1988","176.10"
"6/23/1988","174.72"
"6/24/1988","173.18"
"6/27/1988","175.63"
"6/28/1988","173.70"
"6/29/1988","170.87"
"6/30/1988","171.27"
"7/1/1988","171.57"
"7/5/1988","172.14"
"7/6/1988","174.34"
"7/7/1988","175.79"
"7/8/1988","173.76"
"7/11/1988","168.85"
"7/12/1988","169.59"
"7/13/1988","168.05"
