,FREQ,EER_TYPE,EER_BASKET,REF_AREA,UNIT_MEASURE,TIME_FORMAT,COLLECTION,TITLE_TS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK
613,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1997-12-15,78.87,A,F,
614,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1997-12-16,78.55,A,F,
615,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1997-12-17,77.96,A,F,
616,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1997-12-18,78.05,A,F,
617,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1997-12-19,78.48,A,F,
618,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1997-12-20,,H,F,
619,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1997-12-21,,H,F,
620,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1997-12-22,79.3,A,F,
621,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1997-12-23,80.05,A,F,
622,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1997-12-24,79.61,A,F,
623,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1997-12-25,79.61,A,F,
624,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1997-12-26,79.6,A,F,
625,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1997-12-27,,H,F,
626,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1997-12-28,,H,F,
627,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1997-12-29,78.23,A,F,
628,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1997-12-30,79.13,A,F,
629,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1997-12-31,79.33,A,F,
630,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-01,79.33,A,F,
631,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-02,79.9,A,F,
632,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-03,,H,F,
633,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-04,,H,F,
634,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-05,80.73,A,F,
635,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-06,81.09,A,F,
636,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-07,81.19,A,F,
637,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-08,81.58,A,F,
638,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-09,81.2,A,F,
639,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-10,,H,F,
640,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-11,,H,F,
641,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-12,81.21,A,F,
642,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-13,81.13,A,F,
643,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-14,80.47,A,F,
644,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-15,80.22,A,F,
645,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-16,80.01,A,F,
646,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-17,,H,F,
647,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-18,,H,F,
648,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-19,79.98,A,F,
649,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-20,80.33,A,F,
650,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-21,80.34,A,F,
651,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-22,80.27,A,F,
652,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-23,80.22,A,F,
653,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-24,,H,F,
654,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-25,,H,F,
655,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-26,79.8,A,F,
656,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-27,79.8,A,F,
657,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-28,79.77,A,F,
658,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-29,79.75,A,F,
659,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-30,79.57,A,F,
660,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-01-31,,H,F,
661,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-01,,H,F,
662,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-02,79.75,A,F,
663,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-03,79.18,A,F,
664,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-04,79.04,A,F,
665,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-05,78.49,A,F,
666,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-06,78.44,A,F,
667,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-07,,H,F,
668,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-08,,H,F,
669,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-09,78.96,A,F,
670,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-10,78.47,A,F,
671,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-11,78.53,A,F,
672,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-12,78.46,A,F,
673,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-13,79.11,A,F,
674,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-14,,H,F,
675,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-15,,H,F,
676,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-16,79.42,A,F,
677,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-17,79.46,A,F,
678,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-18,79.51,A,F,
679,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-19,79.22,A,F,
680,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-20,79.41,A,F,
681,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-21,,H,F,
682,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-22,,H,F,
683,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-23,79.71,A,F,
684,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-24,79.33,A,F,
685,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-25,79.22,A,F,
686,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-26,79.31,A,F,
687,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-27,78.93,A,F,
688,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-02-28,,H,F,
689,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-01,,H,F,
690,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-02,78.39,A,F,
691,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-03,78.68,A,F,
692,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-04,78.78,A,F,
693,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-05,79.15,A,F,
694,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-06,79.48,A,F,
695,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-07,,H,F,
696,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-08,,H,F,
697,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-09,79.54,A,F,
698,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-10,79.38,A,F,
699,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-11,79.57,A,F,
700,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-12,79.34,A,F,
701,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-13,78.89,A,F,
702,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-14,,H,F,
703,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-15,,H,F,
704,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-16,79.12,A,F,
705,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-17,78.88,A,F,
706,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-18,79.06,A,F,
707,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-19,78.98,A,F,
708,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-20,78.94,A,F,
709,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-21,,H,F,
710,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-22,,H,F,
711,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-23,78.55,A,F,
712,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-24,78.5,A,F,
713,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-25,78.47,A,F,
714,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-26,78.28,A,F,
715,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-27,78.2,A,F,
716,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-28,,H,F,
717,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-29,,H,F,
718,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-30,78.76,A,F,
719,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-03-31,79.35,A,F,
720,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-01,79.22,A,F,
721,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-02,79.49,A,F,
722,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-03,80.14,A,F,
723,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-04,,H,F,
724,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-05,,H,F,
725,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-06,79.75,A,F,
726,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-07,79.46,A,F,
727,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-08,79.22,A,F,
728,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-09,78.99,A,F,
729,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-10,78.97,A,F,
730,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-11,,H,F,
731,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-12,,H,F,
732,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-13,78.98,A,F,
733,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-14,78.5,A,F,
734,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-15,78.36,A,F,
735,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-16,78.74,A,F,
736,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-17,78.59,A,F,
737,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-18,,H,F,
738,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-19,,H,F,
739,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-20,78.76,A,F,
740,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-21,78.42,A,F,
741,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-22,78.35,A,F,
742,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-23,78.28,A,F,
743,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-24,78.52,A,F,
744,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-25,,H,F,
745,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-26,,H,F,
746,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-27,78.89,A,F,
747,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-28,78.46,A,F,
748,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-29,78.53,A,F,
749,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-04-30,78.44,A,F,
750,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-01,78.73,A,F,
751,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-02,,H,F,
752,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-03,,H,F,
753,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-04,78.52,A,F,
754,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-05,78.33,A,F,
755,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-06,78.56,A,F,
756,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-07,78.76,A,F,
757,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-08,78.76,A,F,
758,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-09,,H,F,
759,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-10,,H,F,
760,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-11,78.77,A,F,
761,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-12,78.96,A,F,
762,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-13,79.32,A,F,
763,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-14,79.29,A,F,
764,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-15,79.4,A,F,
765,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-16,,H,F,
766,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-17,,H,F,
767,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-18,79.88,A,F,
768,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-19,79.93,A,F,
769,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-20,79.77,A,F,
770,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-21,79.72,A,F,
771,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-22,79.36,A,F,
772,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-23,,H,F,
773,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-24,,H,F,
774,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-25,79.57,A,F,
775,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-26,79.82,A,F,
776,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-27,79.82,A,F,
777,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-28,80.18,A,F,
778,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-29,80.2,A,F,
779,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-30,,H,F,
780,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-05-31,,H,F,
781,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-01,80.36,A,F,
782,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-02,80.34,A,F,
783,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-03,80.08,A,F,
784,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-04,80.17,A,F,
785,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-05,80.39,A,F,
786,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-06,,H,F,
787,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-07,,H,F,
788,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-08,80.67,A,F,
789,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-09,80.6,A,F,
790,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-10,80.89,A,F,
791,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-11,81.16,A,F,
792,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-12,81.69,A,F,
793,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-13,,H,F,
794,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-14,,H,F,
795,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-15,82.21,A,F,
796,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-16,81.73,A,F,
797,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-17,80.62,A,F,
798,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-18,80.15,A,F,
799,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-19,79.78,A,F,
800,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-20,,H,F,
801,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-21,,H,F,
802,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-22,80.52,A,F,
803,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-23,80.42,A,F,
804,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-24,80.71,A,F,
805,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-25,80.87,A,F,
806,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-26,81.09,A,F,
807,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-27,,H,F,
808,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-28,,H,F,
809,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-29,81.26,A,F,
810,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-06-30,80.67,A,F,
811,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-01,80.63,A,F,
812,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-02,81.04,A,F,
813,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-03,80.74,A,F,
814,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-04,,H,F,
815,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-05,,H,F,
816,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-06,80.89,A,F,
817,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-07,80.69,A,F,
818,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-08,80.81,A,F,
819,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-09,80.93,A,F,
820,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-10,80.95,A,F,
821,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-11,,H,F,
822,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-12,,H,F,
823,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-13,81.07,A,F,
824,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-14,80.64,A,F,
825,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-15,80.56,A,F,
826,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-16,80.17,A,F,
827,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-17,80.23,A,F,
828,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-18,,H,F,
829,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-19,,H,F,
830,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-20,80.1,A,F,
831,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-21,80.29,A,F,
832,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-22,80.47,A,F,
833,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-23,80.6,A,F,
834,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-24,80.17,A,F,
835,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-25,,H,F,
836,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-26,,H,F,
837,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-27,80.25,A,F,
838,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-28,80.46,A,F,
839,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-29,80.3,A,F,
840,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-30,80.16,A,F,
841,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-07-31,80.63,A,F,
842,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-01,,H,F,
843,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-02,,H,F,
844,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-03,80.96,A,F,
845,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-04,80.84,A,F,
846,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-05,80.69,A,F,
847,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-06,81.16,A,F,
848,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-07,81.36,A,F,
849,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-08,,H,F,
850,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-09,,H,F,
851,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-10,81.64,A,F,
852,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-11,81.82,A,F,
853,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-12,81.42,A,F,
854,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-13,81.58,A,F,
855,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-14,81.5,A,F,
856,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-15,,H,F,
857,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-16,,H,F,
858,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-17,81.89,A,F,
859,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-18,81.83,A,F,
860,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-19,81.56,A,F,
861,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-20,81.06,A,F,
862,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-21,81.57,A,F,
863,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-22,,H,F,
864,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-23,,H,F,
865,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-24,81.53,A,F,
866,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-25,81.78,A,F,
867,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-26,81.89,A,F,
868,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-27,81.73,A,F,
869,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-28,81.79,A,F,
870,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-29,,H,F,
871,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-30,,H,F,
872,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-08-31,81.6,A,F,
873,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-01,80.72,A,F,
874,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-02,81.08,A,F,
875,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-03,80.47,A,F,
876,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-04,80.93,A,F,
877,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-05,,H,F,
878,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-06,,H,F,
879,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-07,80.14,A,F,
880,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-08,80.63,A,F,
881,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-09,81.21,A,F,
882,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-10,80.27,A,F,
883,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-11,79.41,A,F,
884,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-12,,H,F,
885,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-13,,H,F,
886,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-14,79.57,A,F,
887,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-15,79.49,A,F,
888,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-16,80.18,A,F,
889,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-17,79.87,A,F,
890,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-18,80.08,A,F,
891,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-19,,H,F,
892,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-20,,H,F,
893,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-21,80.21,A,F,
894,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-22,80.68,A,F,
895,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-23,80.83,A,F,
896,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-24,80.51,A,F,
897,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-25,79.91,A,F,
898,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-26,,H,F,
899,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-27,,H,F,
900,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-28,80.73,A,F,
901,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-29,80.24,A,F,
902,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-09-30,80.58,A,F,
903,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-10-01,80.31,A,F,
904,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-10-02,80.07,A,F,
905,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-10-03,,H,F,
906,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),1998-10-04,,H,F,
