,FREQ,EER_TYPE,EER_BASKET,REF_AREA,UNIT_MEASURE,TIME_FORMAT,COLLECTION,TITLE_TS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK
4998,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2009-12-17,84.78,A,F,
4999,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2009-12-18,84.83,A,F,
5000,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2009-12-19,,H,F,
5001,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2009-12-20,,H,F,
5002,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2009-12-21,84.81,A,F,
5003,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2009-12-22,85.14,A,F,
5004,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2009-12-23,85.15,A,F,
5005,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2009-12-24,84.79,A,F,
5006,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2009-12-25,84.79,A,F,
5007,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2009-12-26,,H,F,
5008,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2009-12-27,,H,F,
5009,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2009-12-28,84.68,A,F,
5010,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2009-12-29,84.69,A,F,
5011,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2009-12-30,84.96,A,F,
5012,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2009-12-31,84.69,A,F,
5013,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-01,84.69,A,F,
5014,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-02,,H,F,
5015,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-03,,H,F,
5016,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-04,84.63,A,F,
5017,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-05,84.21,A,F,
5018,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-06,84.44,A,F,
5019,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-07,84.62,A,F,
5020,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-08,84.64,A,F,
5021,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-09,,H,F,
5022,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-10,,H,F,
5023,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-11,83.81,A,F,
5024,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-12,83.87,A,F,
5025,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-13,83.7,A,F,
5026,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-14,83.83,A,F,
5027,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-15,83.9,A,F,
5028,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-16,,H,F,
5029,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-17,,H,F,
5030,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-18,83.85,A,F,
5031,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-19,84.09,A,F,
5032,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-20,84.51,A,F,
5033,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-21,84.79,A,F,
5034,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-22,84.67,A,F,
5035,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-23,,H,F,
5036,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-24,,H,F,
5037,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-25,84.66,A,F,
5038,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-26,84.85,A,F,
5039,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-27,84.83,A,F,
5040,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-28,84.97,A,F,
5041,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-29,85.17,A,F,
5042,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-30,,H,F,
5043,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-01-31,,H,F,
5044,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-01,85.36,A,F,
5045,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-02,85.2,A,F,
5046,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-03,85.0,A,F,
5047,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-04,85.4,A,F,
5048,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-05,85.84,A,F,
5049,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-06,,H,F,
5050,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-07,,H,F,
5051,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-08,85.84,A,F,
5052,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-09,85.61,A,F,
5053,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-10,85.51,A,F,
5054,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-11,85.41,A,F,
5055,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-12,85.71,A,F,
5056,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-13,,H,F,
5057,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-14,,H,F,
5058,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-15,85.6,A,F,
5059,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-16,85.45,A,F,
5060,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-17,85.29,A,F,
5061,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-18,85.69,A,F,
5062,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-19,86.05,A,F,
5063,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-20,,H,F,
5064,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-21,,H,F,
5065,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-22,85.67,A,F,
5066,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-23,85.7,A,F,
5067,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-24,85.76,A,F,
5068,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-25,85.87,A,F,
5069,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-26,85.64,A,F,
5070,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-27,,H,F,
5071,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-02-28,,H,F,
5072,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-01,85.68,A,F,
5073,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-02,85.46,A,F,
5074,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-03,85.2,A,F,
5075,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-04,85.06,A,F,
5076,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-05,85.3,A,F,
5077,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-06,,H,F,
5078,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-07,,H,F,
5079,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-08,85.13,A,F,
5080,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-09,85.33,A,F,
5081,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-10,85.24,A,F,
5082,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-11,85.19,A,F,
5083,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-12,84.88,A,F,
5084,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-13,,H,F,
5085,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-14,,H,F,
5086,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-15,85.08,A,F,
5087,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-16,84.97,A,F,
5088,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-17,84.74,A,F,
5089,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-18,84.95,A,F,
5090,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-19,85.21,A,F,
5091,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-20,,H,F,
5092,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-21,,H,F,
5093,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-22,85.45,A,F,
5094,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-23,85.34,A,F,
5095,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-24,85.91,A,F,
5096,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-25,85.96,A,F,
5097,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-26,86.07,A,F,
5098,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-27,,H,F,
5099,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-28,,H,F,
5100,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-29,85.7,A,F,
5101,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-30,85.59,A,F,
5102,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-03-31,85.68,A,F,
5103,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-01,85.65,A,F,
5104,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-02,85.65,A,F,
5105,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-03,,H,F,
5106,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-04,,H,F,
5107,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-05,85.64,A,F,
5108,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-06,85.68,A,F,
5109,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-07,85.69,A,F,
5110,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-08,85.75,A,F,
5111,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-09,85.55,A,F,
5112,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-10,,H,F,
5113,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-11,,H,F,
5114,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-12,85.14,A,F,
5115,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-13,85.15,A,F,
5116,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-14,84.97,A,F,
5117,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-15,85.0,A,F,
5118,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-16,84.96,A,F,
5119,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-17,,H,F,
5120,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-18,,H,F,
5121,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-19,85.28,A,F,
5122,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-20,85.22,A,F,
5123,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-21,85.3,A,F,
5124,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-22,85.36,A,F,
5125,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-23,85.56,A,F,
5126,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-24,,H,F,
5127,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-25,,H,F,
5128,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-26,85.45,A,F,
5129,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-27,85.58,A,F,
5130,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-28,85.9,A,F,
5131,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-29,85.74,A,F,
5132,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-04-30,85.61,A,F,
5133,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-01,,H,F,
5134,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-02,,H,F,
5135,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-03,85.89,A,F,
5136,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-04,86.21,A,F,
5137,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-05,86.84,A,F,
5138,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-06,87.3,A,F,
5139,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-07,87.41,A,F,
5140,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-08,,H,F,
5141,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-09,,H,F,
5142,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-10,86.54,A,F,
5143,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-11,87.04,A,F,
5144,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-12,87.06,A,F,
5145,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-13,87.08,A,F,
5146,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-14,87.37,A,F,
5147,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-15,,H,F,
5148,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-16,,H,F,
5149,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-17,87.94,A,F,
5150,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-18,87.75,A,F,
5151,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-19,88.38,A,F,
5152,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-20,88.59,A,F,
5153,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-21,88.32,A,F,
5154,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-22,,H,F,
5155,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-23,,H,F,
5156,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-24,88.57,A,F,
5157,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-25,89.17,A,F,
5158,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-26,88.72,A,F,
5159,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-27,88.62,A,F,
5160,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-28,88.16,A,F,
5161,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-29,,H,F,
5162,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-30,,H,F,
5163,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-05-31,88.46,A,F,
5164,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-01,88.96,A,F,
5165,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-02,88.96,A,F,
5166,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-03,88.67,A,F,
5167,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-04,89.24,A,F,
5168,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-05,,H,F,
5169,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-06,,H,F,
5170,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-07,89.7,A,F,
5171,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-08,89.69,A,F,
5172,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-09,89.56,A,F,
5173,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-10,89.31,A,F,
5174,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-11,89.05,A,F,
5175,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-12,,H,F,
5176,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-13,,H,F,
5177,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-14,88.55,A,F,
5178,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-15,88.53,A,F,
5179,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-16,88.39,A,F,
5180,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-17,88.16,A,F,
5181,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-18,87.99,A,F,
5182,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-19,,H,F,
5183,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-20,,H,F,
5184,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-21,87.96,A,F,
5185,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-22,88.16,A,F,
5186,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-23,88.17,A,F,
5187,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-24,88.38,A,F,
5188,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-25,88.57,A,F,
5189,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-26,,H,F,
5190,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-27,,H,F,
5191,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-28,88.19,A,F,
5192,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-29,88.62,A,F,
5193,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-06-30,88.71,A,F,
5194,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-01,88.62,A,F,
5195,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-02,88.26,A,F,
5196,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-03,,H,F,
5197,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-04,,H,F,
5198,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-05,88.2,A,F,
5199,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-06,87.99,A,F,
5200,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-07,88.01,A,F,
5201,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-08,87.72,A,F,
5202,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-09,87.72,A,F,
5203,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-10,,H,F,
5204,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-11,,H,F,
5205,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-12,87.96,A,F,
5206,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-13,87.94,A,F,
5207,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-14,87.57,A,F,
5208,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-15,87.19,A,F,
5209,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-16,86.77,A,F,
5210,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-17,,H,F,
5211,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-18,,H,F,
5212,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-19,87.12,A,F,
5213,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-20,87.25,A,F,
5214,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-21,87.14,A,F,
5215,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-22,87.01,A,F,
5216,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-23,86.85,A,F,
5217,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-24,,H,F,
5218,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-25,,H,F,
5219,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-26,86.67,A,F,
5220,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-27,86.4,A,F,
5221,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-28,86.6,A,F,
5222,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-29,86.35,A,F,
5223,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-30,86.32,A,F,
5224,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-07-31,,H,F,
5225,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-01,,H,F,
5226,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-02,86.03,A,F,
5227,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-03,85.63,A,F,
5228,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-04,85.61,A,F,
5229,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-05,85.69,A,F,
5230,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-06,85.69,A,F,
5231,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-07,,H,F,
5232,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-08,,H,F,
5233,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-09,85.51,A,F,
5234,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-10,85.92,A,F,
5235,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-11,86.03,A,F,
5236,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-12,86.58,A,F,
5237,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-13,86.39,A,F,
5238,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-14,,H,F,
5239,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-15,,H,F,
5240,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-16,86.1,A,F,
5241,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-17,86.03,A,F,
5242,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-18,85.92,A,F,
5243,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-19,86.01,A,F,
5244,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-20,86.44,A,F,
5245,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-21,,H,F,
5246,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-22,,H,F,
5247,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-23,86.25,A,F,
5248,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-24,86.57,A,F,
5249,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-25,86.6,A,F,
5250,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-26,86.3,A,F,
5251,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-27,86.41,A,F,
5252,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-28,,H,F,
5253,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-29,,H,F,
5254,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-30,86.26,A,F,
5255,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-08-31,86.39,A,F,
5256,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-01,85.85,A,F,
5257,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-02,85.77,A,F,
5258,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-03,85.79,A,F,
5259,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-04,,H,F,
5260,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-05,,H,F,
5261,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-06,85.78,A,F,
5262,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-07,86.01,A,F,
5263,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-08,85.97,A,F,
5264,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-09,85.95,A,F,
5265,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-10,86.09,A,F,
5266,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-11,,H,F,
5267,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-12,,H,F,
5268,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-13,86.0,A,F,
5269,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-14,86.0,A,F,
5270,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-15,86.1,A,F,
5271,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-16,86.22,A,F,
5272,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-17,86.25,A,F,
5273,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-18,,H,F,
5274,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-19,,H,F,
5275,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-20,86.33,A,F,
5276,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-21,86.28,A,F,
5277,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-22,85.6,A,F,
5278,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-23,85.69,A,F,
5279,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-24,85.42,A,F,
5280,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-25,,H,F,
5281,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-26,,H,F,
5282,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-27,85.35,A,F,
5283,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-28,85.44,A,F,
5284,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-29,85.02,A,F,
5285,D,N,B,CN,882,,A,China - Nominal - Broad (64 economies),2010-09-30,84.81,A,F,
