,FREQ,REF_AREA,UNIT_MEASURE,UNIT_MULT,TIME_FORMAT,COMPILATION,DECIMALS,SOURCE_REF,SUPP_INFO_BREAKS,TITLE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK
2900,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-10,5.31,A,F,
2901,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-11,5.31,A,F,
2902,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-12,5.31,A,F,
2903,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-13,5.31,A,F,
2904,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-14,5.31,A,F,
2905,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-15,5.31,A,F,
2906,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-16,5.31,A,F,
2907,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-17,5.31,A,F,
2908,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-18,5.31,A,F,
2909,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-19,5.31,A,F,
2910,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-20,5.31,A,F,
2911,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-21,5.31,A,F,
2912,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-22,5.31,A,F,
2913,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-23,5.31,A,F,
2914,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-24,5.31,A,F,
2915,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-25,5.31,A,F,
2916,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-26,5.31,A,F,
2917,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-27,5.31,A,F,
2918,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-28,5.31,A,F,
2919,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-29,5.31,A,F,
2920,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-30,5.31,A,F,
2921,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2003-12-31,5.31,A,F,
2922,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-01,5.31,A,F,
2923,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-02,5.31,A,F,
2924,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-03,5.31,A,F,
2925,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-04,5.31,A,F,
2926,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-05,5.31,A,F,
2927,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-06,5.31,A,F,
2928,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-07,5.31,A,F,
2929,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-08,5.31,A,F,
2930,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-09,5.31,A,F,
2931,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-10,5.31,A,F,
2932,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-11,5.31,A,F,
2933,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-12,5.31,A,F,
2934,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-13,5.31,A,F,
2935,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-14,5.31,A,F,
2936,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-15,5.31,A,F,
2937,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-16,5.31,A,F,
2938,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-17,5.31,A,F,
2939,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-18,5.31,A,F,
2940,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-19,5.31,A,F,
2941,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-20,5.31,A,F,
2942,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-21,5.31,A,F,
2943,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-22,5.31,A,F,
2944,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-23,5.31,A,F,
2945,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-24,5.31,A,F,
2946,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-25,5.31,A,F,
2947,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-26,5.31,A,F,
2948,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-27,5.31,A,F,
2949,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-28,5.31,A,F,
2950,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-29,5.31,A,F,
2951,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-30,5.31,A,F,
2952,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-01-31,5.31,A,F,
2953,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-01,5.31,A,F,
2954,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-02,5.31,A,F,
2955,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-03,5.31,A,F,
2956,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-04,5.31,A,F,
2957,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-05,5.31,A,F,
2958,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-06,5.31,A,F,
2959,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-07,5.31,A,F,
2960,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-08,5.31,A,F,
2961,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-09,5.31,A,F,
2962,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-10,5.31,A,F,
2963,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-11,5.31,A,F,
2964,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-12,5.31,A,F,
2965,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-13,5.31,A,F,
2966,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-14,5.31,A,F,
2967,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-15,5.31,A,F,
2968,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-16,5.31,A,F,
2969,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-17,5.31,A,F,
2970,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-18,5.31,A,F,
2971,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-19,5.31,A,F,
2972,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-20,5.31,A,F,
2973,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-21,5.31,A,F,
2974,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-22,5.31,A,F,
2975,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-23,5.31,A,F,
2976,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-24,5.31,A,F,
2977,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-25,5.31,A,F,
2978,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-26,5.31,A,F,
2979,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-27,5.31,A,F,
2980,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-28,5.31,A,F,
2981,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-02-29,5.31,A,F,
2982,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-01,5.31,A,F,
2983,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-02,5.31,A,F,
2984,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-03,5.31,A,F,
2985,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-04,5.31,A,F,
2986,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-05,5.31,A,F,
2987,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-06,5.31,A,F,
2988,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-07,5.31,A,F,
2989,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-08,5.31,A,F,
2990,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-09,5.31,A,F,
2991,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-10,5.31,A,F,
2992,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-11,5.31,A,F,
2993,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-12,5.31,A,F,
2994,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-13,5.31,A,F,
2995,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-14,5.31,A,F,
2996,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-15,5.31,A,F,
2997,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-16,5.31,A,F,
2998,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-17,5.31,A,F,
2999,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-18,5.31,A,F,
3000,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-19,5.31,A,F,
3001,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-20,5.31,A,F,
3002,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-21,5.31,A,F,
3003,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-22,5.31,A,F,
3004,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-23,5.31,A,F,
3005,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-24,5.31,A,F,
3006,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-25,5.31,A,F,
3007,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-26,5.31,A,F,
3008,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-27,5.31,A,F,
3009,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-28,5.31,A,F,
3010,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-29,5.31,A,F,
3011,D,CN,368,0,,From 20 Aug 2019 onwards: Loan Prime Rate  (1 year): from 1 Jan 1996 till 19 Aug 2019: Official lending rate (1 year).,4,People's Bank of China,, Central bank policy rates - China - Daily - End of period,2004-03-30,5.31,A,F,
