					ZCE Futures Historical Data(2024RI)
Date       |Contract Code|Pre Settle|Open     |High     |Low      |Close    |Settle|Chg 1   |Chg 2   |Volume (lot)|O.I.|OI Change|Turnover (RMB 10,000)|Final Settle
2024-01-02 |RI401        |2,479.00   |0.00     |0.00     |0.00     |0.00     |2,479.00  |0.00      |0.00      |0         |0           |0        |0.00         |2,479.00               
2024-01-02 |RI403        |2,479.00   |0.00     |0.00     |0.00     |0.00     |2,479.00  |0.00      |0.00      |0         |0           |0        |0.00         |                       
2024-01-02 |RI405        |2,479.00   |0.00     |0.00     |0.00     |0.00     |2,479.00  |0.00      |0.00      |0         |0           |0        |0.00         |                       
2024-01-02 |RI407        |2,479.00   |0.00     |0.00     |0.00     |0.00     |2,479.00  |0.00      |0.00      |0         |0           |0        |0.00         |                       
2024-01-02 |RI409        |2,479.00   |0.00     |0.00     |0.00     |0.00     |2,479.00  |0.00      |0.00      |0         |0           |0        |0.00         |                       
2024-01-02 |RI411        |2,479.00   |0.00     |0.00     |0.00     |0.00     |2,479.00  |0.00      |0.00      |0         |0           |0        |0.00         |                       
2024-01-03 |RI401        |2,479.00   |0.00     |0.00     |0.00     |0.00     |2,479.00  |0.00      |0.00      |0         |0           |0        |0.00         |2,479.00               
2024-01-03 |RI403        |2,479.00   |0.00     |0.00     |0.00     |0.00     |2,479.00  |0.00      |0.00      |0         |0           |0        |0.00         |                       
2024-01-03 |RI405        |2,479.00   |0.00     |0.00     |0.00     |0.00     |2,479.00  |0.00      |0.00      |0         |0           |0        |0.00         |                       
2024-01-03 |RI407        |2,479.00   |0.00     |0.00     |0.00     |0.00     |2,479.00  |0.00      |0.00      |0         |0           |0        |0.00         |                       
2024-01-03 |RI409        |2,479.00   |0.00     |0.00     |0.00     |0.00     |2,479.00  |0.00      |0.00      |0         |0           |0        |0.00         |                       
2024-01-03 |RI411        |2,479.00   |0.00     |0.00     |0.00     |0.00     |2,479.00  |0.00      |0.00      |0         |0           |0        |0.00         |                       
