observation_date,CPALTT01CNM657N
1999-12-01,-0.0972406423236965994
2000-01-01,1.3207976729860100296
2000-02-01,1.3012002331752399176
2000-03-01,-1.3888884122692799483
2000-04-01,-0.5889771353623960426
2000-05-01,-0.5978365675940339186
2000-06-01,-0.9076923319956740066
2000-07-01,-0.5980290806293940831
2000-08-01,0.5955438568813420375
2000-09-01,2.0110114559671599110
2000-10-01,-0.0002996304133588000
2000-11-01,0.3005013369379749832
2000-12-01,0.1000003324776199964
2001-01-01,1.0213284581121500061
2001-02-01,0.0999994798287890951
2001-03-01,-0.5999994960360279794
2001-04-01,0.2000000572107810126
2001-05-01,-0.5000008367605229820
2001-06-01,-1.1999991926732400671
2001-07-01,-0.5000008662003170290
2001-08-01,0.1000008866557989956
2001-09-01,0.8999996601699580268
2001-10-01,0.3000000946624220011
2001-11-01,-0.2000005861449118960
2001-12-01,0.1000006082241139960
2002-01-01,0.2999994649792510071
2002-02-01,1.1000003212420998988
2002-03-01,-1.2999995292638999445
2002-04-01,-0.3000008634533739005
2002-05-01,-0.2999996541773389813
2002-06-01,-0.9000001479416829264
2002-07-01,-0.6999994845624640805
2002-08-01,0.2999996952616280077
2002-09-01,0.9999996455352939684
2002-10-01,0.2000003228787479992
2002-11-01,-0.0999997047853609933
2002-12-01,0.2999998958201490207
2003-01-01,1.0999996504434099709
2003-02-01,0.8999997974873639173
2003-03-01,-0.5999992226302760523
2003-04-01,-0.2000000709174699909
2003-05-01,-0.7000001213934620159
2003-06-01,-1.2000002345594500408
2003-07-01,-0.5000001156862839968
2003-08-01,0.6999997967844110436
2003-09-01,1.2000006706685200086
2003-10-01,0.8999999672610470292
2003-11-01,0.9999998721787299871
2003-12-01,0.5999996612200899637
2004-01-01,1.1000002351509199361
2004-02-01,-0.1999998009085459938
2004-03-01,0.3000000335680980124
2004-04-01,0.4999997513828129958
2004-05-01,-0.0999996726968333943
2004-06-01,-0.7000002847721250587
2004-07-01,-0.2000004431175450015
2004-08-01,0.7000007476976969345
2004-09-01,1.0999997365937499438
2004-10-01,0.0000000000000000000
2004-11-01,-0.2999998829456400062
2004-12-01,0.1000000880549200000
2005-01-01,0.5999998694683759126
2005-02-01,1.7999996840794700859
2005-03-01,-0.8999997109086240732
2005-04-01,-0.3000004893014069918
2005-05-01,-0.2000001177857020085
2005-06-01,-0.7999991457473899503
2005-07-01,0.0000000000000000000
2005-08-01,0.1999992257278269958
2005-09-01,0.6999999557095488711
2005-10-01,0.4000007673552650189
2005-11-01,-0.3000000335545520147
2005-12-01,0.3999995363017779804
2006-01-01,1.3000001452595399964
2006-02-01,0.4999994944393220120
2006-03-01,-0.8999995061008341235
2006-04-01,0.1999999003230850114
2006-05-01,-0.1000002265886968944
2006-06-01,-0.5000000599309449845
2006-07-01,-0.2999993624664830105
2006-08-01,0.2999995845421720153
2006-09-01,0.5000003474959610061
2006-10-01,0.0999995389771757004
2006-11-01,0.3000001271151879756
2006-12-01,1.3999999981632598178
2007-01-01,0.7000003731441679644
2007-02-01,0.9999993164605700535
2007-03-01,-0.2999995503030100097
2007-04-01,-0.1000000518037640063
2007-05-01,0.3000000509615670108
2007-06-01,0.3999999001644979901
2007-07-01,0.8999996501921380121
2007-08-01,1.2000003695655199198
2007-09-01,0.2999998374064848927
2007-10-01,0.3000006215554379962
2007-11-01,0.6999993059746719704
2007-12-01,1.0000005063867198896
2008-01-01,1.1999997382662999090
2008-02-01,2.6000004148158701867
2008-03-01,-0.7000007652311960316
2008-04-01,0.1000000024725980069
2008-05-01,-0.3999997464004609871
2008-06-01,-0.1999999636259950087
2008-07-01,0.1000003387904299934
2008-08-01,-0.1000005668450189983
2008-09-01,0.0000000000000000000
2008-10-01,-0.2999996603808688933
2008-11-01,-0.7999996676672670448
2008-12-01,-0.2000001507557860048
2009-01-01,0.8999995661281720016
2009-02-01,0.0000000000000000000
2009-03-01,-0.2999998777364278890
2009-04-01,-0.2000002452629340011
2009-05-01,-0.2999993062034329028
2009-06-01,-0.5000003521341870316
2009-07-01,0.0000000000000000000
2009-08-01,0.5000000337051239141
2009-09-01,0.3999893223539578990
2009-10-01,-0.0975391409206854965
2009-11-01,0.3009278609044599984
2009-12-01,1.0000833402783599890
2010-01-01,0.5941084247875330071
2010-02-01,1.2058075629562698960
2010-03-01,-0.7051385962068359436
2010-04-01,0.2040649742878160033
2010-05-01,-0.0977517106549453951
2010-06-01,-0.6033920417481960508
2010-07-01,0.4019688269072879128
2010-08-01,0.5964539586567689788
2010-09-01,0.6010396361273340204
2010-10-01,0.7024059421928039448
2010-11-01,1.0983724845666500425
2010-12-01,0.4996034892942429750
2011-01-01,1.0021305136905100941
2011-02-01,1.1953124999999900080
2011-03-01,-0.2007257006098860097
2011-04-01,0.1005647095227090032
2011-05-01,0.1004636785162118934
2011-06-01,0.3010885509148389927
2011-07-01,0.5003078817734230022
2011-08-01,0.2986903576625499768
2011-09-01,0.5039706780696279198
2011-10-01,0.0987691840145921013
2011-11-01,-0.1973434535104459930
2011-12-01,0.2966005019393250230
2012-01-01,1.5013648771610599297
2012-02-01,-0.1045868818168349951
2012-03-01,0.2019144481005238911
2012-04-01,-0.0970221658332757059
2012-05-01,-0.2988196623337819879
2012-06-01,-0.5994305409860629652
2012-07-01,0.0962611186491748039
2012-08-01,0.5966667093413029477
2012-09-01,0.3069321754753769893
2012-10-01,-0.1044854093589189931
2012-11-01,0.1045946955547369939
2012-12-01,0.7985670572430729752
2013-01-01,0.9995557529986649481
2013-02-01,1.0996261271167799833
2013-03-01,-0.8991371184105640957
2013-04-01,0.1977024950611049881
2013-05-01,-0.5989475698151519589
2013-06-01,0.0000000000000000000
2013-07-01,0.0988833382309730058
2013-08-01,0.5030288885659570663
2013-09-01,0.7969913830874879590
2013-10-01,0.1004119352553058953
2013-11-01,-0.1003835854382199994
2013-12-01,0.3000044192875069848
2014-01-01,0.9999609954538020151
2014-02-01,0.5000364729120689855
2014-03-01,-0.5000391378291930700
2014-04-01,-0.3000150901511459134
2014-05-01,0.0999951221891711983
2014-06-01,-0.0976020844709594021
2014-07-01,0.1004232121081610057
2014-08-01,0.2006449301325909929
2014-09-01,0.4934563398412240010
2014-10-01,0.0030600626245424999
2014-11-01,-0.1999654152342439928
2014-12-01,0.2971264937433890085
2015-01-01,0.3057016920233179835
2015-02-01,1.1971082287901202434
2015-03-01,-0.5000035019155469884
2015-04-01,-0.1999787421400409937
2015-05-01,-0.2000268018987119978
2015-06-01,0.0018374895934469000
2015-07-01,0.2981893992932759807
2015-08-01,0.4999663970203279129
2015-09-01,0.1000480258568468978
2015-10-01,-0.2999841708095840054
2015-11-01,0.0028803077573823000
2015-12-01,0.5000000000000000000
2016-01-01,0.5000000000000000000
2016-02-01,1.6000000000000000888
2016-03-01,-0.4000000000000000222
2016-04-01,-0.2000000000000000111
2016-05-01,-0.5000000000000000000
2016-06-01,-0.1000000000000000056
2016-07-01,0.2000000000000000111
2016-08-01,0.1000000000000000056
2016-09-01,0.6999999999999999556
2016-10-01,-0.1000000000000000056
2016-11-01,0.1000000000000000056
2016-12-01,0.2000000000000000111
2017-01-01,1.0000000000000000000
2017-02-01,-0.2000000000000000111
2017-03-01,-0.2999999999999999889
2017-04-01,0.1000000000000000056
2017-05-01,-0.1000000000000000056
2017-06-01,-0.2000000000000000111
2017-07-01,0.1000000000000000056
2017-08-01,0.4000000000000000222
2017-09-01,0.5000000000000000000
2017-10-01,0.1000000000000000056
2017-11-01,0.0000000000000000000
2017-12-01,0.2999999999999999889
2018-01-01,0.5999999999999999778
2018-02-01,1.1999999999999999556
2018-03-01,-1.1000000000000000888
2018-04-01,-0.2000000000000000111
2018-05-01,-0.2000000000000000111
2018-06-01,-0.1000000000000000056
2018-07-01,0.2999999999999999889
2018-08-01,0.6999999999999999556
2018-09-01,0.6999999999999999556
2018-10-01,0.2000000000000000111
2018-11-01,-0.2999999999999999889
2018-12-01,0.0000000000000000000
2019-01-01,0.5000000000000000000
2019-02-01,1.0000000000000000000
2019-03-01,-0.4000000000000000222
2019-04-01,0.1000000000000000056
2019-05-01,0.0000000000000000000
2019-06-01,-0.1000000000000000056
2019-07-01,0.4000000000000000222
2019-08-01,0.6999999999999999556
2019-09-01,0.9000000000000000222
2019-10-01,0.9000000000000000222
2019-11-01,0.4000000000000000222
2019-12-01,0.0000000000000000000
2020-01-01,1.3999999999999999112
2020-02-01,0.8000000000000000444
2020-03-01,-1.1999999999999999556
2020-04-01,-0.9000000000000000222
2020-05-01,-0.8000000000000000444
2020-06-01,-0.1000000000000000056
2020-07-01,0.5999999999999999778
2020-08-01,0.4000000000000000222
2020-09-01,0.2000000000000000111
2020-10-01,-0.2999999999999999889
2020-11-01,-0.5999999999999999778
2020-12-01,0.6999999999999999556
2021-01-01,1.0000000000000000000
2021-02-01,0.5999999999999999778
2021-03-01,-0.5000000000000000000
2021-04-01,-0.2999999999999999889
2021-05-01,-0.2000000000000000111
2021-06-01,-0.4000000000000000222
2021-07-01,0.2999999999999999889
2021-08-01,0.1000000000000000056
2021-09-01,0.0000000000000000000
2021-10-01,0.6999999999999999556
2021-11-01,0.4000000000000000222
2021-12-01,-0.2999999999999999889
2022-01-01,0.4000000000000000222
2022-02-01,0.5999999999999999778
2022-03-01,0.0000000000000000000
2022-04-01,0.4000000000000000222
2022-05-01,-0.2000000000000000111
2022-06-01,0.0000000000000000000
2022-07-01,0.5000000000000000000
2022-08-01,-0.1000000000000000056
2022-09-01,0.2999999999999999889
2022-10-01,0.1000000000000000056
2022-11-01,-0.2000000000000000111
2022-12-01,0.0000000000000000000
2023-01-01,0.8000000000000000444
2023-02-01,-0.5000000000000000000
2023-03-01,-0.2999999999999999889
2023-04-01,-0.1000000000000000056
2023-05-01,-0.2000000000000000111
2023-06-01,-0.2000000000000000111
2023-07-01,0.2000000000000000111
2023-08-01,0.2999999999999999889
2023-09-01,0.2000000000000000111
2023-10-01,-0.1000000000000000056
2023-11-01,-0.5000000000000000000
2023-12-01,0.1000000000000000056
2024-01-01,0.2999999999999999889
2024-02-01,1.0000000000000000000
2024-03-01,-1.0000000000000000000
